0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
金隅景和园,朝阳,101112804761,468,60240元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共21层),77.69㎡,平层,58.91㎡,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-08-29,商品房,2017-06-22,普通住宅,满两年,非共有,有抵押 100万元 业主自还,已上传房本照片
京棉新城三厂,朝阳,101112809924,532,62245元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,中楼层 (共24层),85.47㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,三梯十户,集中供暖,有,2021-08-29,二类经济适用房,2016-07-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
安华里社区,朝阳,101112829907,600,88042元/平米,1983年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,低楼层 (共6层),68.15㎡,平层,暂无数据,板楼,东 西,混合结构,简装,一梯两户,集中供暖,无,2021-08-31,已购公房,2001-11-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
怡馨家园,顺义,101112811113,512,40443元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,低楼层 (共14层),126.6㎡,错层,106.69㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-08-29,商品房,2009-06-15,普通住宅,满五年,非共有,无抵押,已上传房本照片
王府公寓四区,昌平,101112613347,595,23469元/平米,1996年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,5室3厅1厨3卫,中楼层 (共5层),253.53㎡,复式,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-13,商品房,1996-06-28,普通住宅,满五年,非共有,无抵押,已上传房本照片
本家润园一期,东城,101112600524,2699,117553元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨3卫,高楼层 (共13层),229.6㎡,复式,192.92㎡,板楼,南 北,钢混结构,简装,一梯两户,自供暖,有,2021-08-12,商品房,2012-08-30,普通住宅,满五年,共有,无抵押,已上传房本照片
望京新城,朝阳,101112555555,848,64243元/平米,1998年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,4室1厅1厨2卫,低楼层 (共27层),132㎡,平层,暂无数据,塔楼,西南 北,钢混结构,精装,三梯十二户,集中供暖,有,2021-08-08,商品房,2007-10-18,普通住宅,满五年,非共有,有抵押 20万元 中信银行股份有限公司 业主自还,已上传房本照片
天天家园,东城,101112693040,970,61764元/平米,2002年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室1厅1厨1卫,高楼层 (共11层),157.05㎡,平层,暂无数据,塔楼,东 北,钢混结构,简装,两梯十二户,自供暖,有,2021-08-19,商品房,2007-09-05,普通住宅,满五年,非共有,有抵押 300万元 工商银行 业主自还,已上传房本照片
万科城市花园,顺义,101112747029,640,40207元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,中楼层 (共11层),159.18㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,有,2021-08-24,商品房,2001-11-27,普通住宅,满五年,非共有,无抵押,已上传房本照片
海淀南路,海淀,101112700121,1450,128319元/平米,1988年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室1厅1厨1卫,中楼层 (共11层),113㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,2021-08-20,已购公房,2006-01-05,普通住宅,满五年,非共有,无抵押,已上传房本照片
乔建里,海淀,101112813021,795,105299元/平米,1989年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,低楼层 (共6层),75.5㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2021-08-29,商品房,2011-04-29,普通住宅,满五年,非共有,无抵押,已上传房本照片
首城国际B区,朝阳,101112852672,950,107067元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,顶层 (共28层),88.73㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2021-09-02,商品房,2019-05-17,普通住宅,满两年,共有,有抵押 130万元 银行 业主自还,已上传房本照片
学院南路乙10号院,海淀,101112830482,565,99298元/平米,1982年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,中楼层 (共5层),56.9㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯五户,集中供暖,无,2021-08-31,已购公房,2012-06-28,普通住宅,满五年,非共有,有抵押 90万元,已上传房本照片
华贸城,朝阳,101112666643,1850,87256元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,4室2厅1厨3卫,高楼层 (共26层),212.02㎡,平层,171.46㎡,板塔结合,南 北,钢混结构,精装,两梯两户,自供暖,有,2021-08-17,商品房,2015-01-22,普通住宅,满五年,非共有,有抵押 400万元 业主自还,已上传房本照片
鲁能7号别墅,顺义,101112698335,1250,39224元/平米,未知年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,5室1厅1厨3卫,底层 (共3层),318.69㎡,302.23㎡,南 北,钢混结构,精装,独栋,自供暖,2021-08-20,商品房,2017-08-18,别墅,满两年,非共有,有抵押 350万元,已上传房本照片,,,
重聚园,石景山,101112707070,738,56152元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,底层 (共5层),131.43㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-21,商品房,2015-05-06,普通住宅,满五年,非共有,无抵押,已上传房本照片
丰汇园小区,西城,101112726436,2810,179898元/平米,1999年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨3卫,顶层 (共6层),156.2㎡,复式,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-22,商品房,2017-02-28,普通住宅,满两年,非共有,有抵押 600万元 浦发银行 客户偿还,已上传房本照片
天通苑东二区,昌平,101112718538,635,32010元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨2卫,高楼层 (共7层),198.38㎡,复式,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-21,商品房,2016-05-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
幸福艺居,通州,101112788548,660,36897元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,5室2厅1厨2卫,中楼层 (共5层),178.88㎡,复式,158.23㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-27,商品房,2005-10-28,普通住宅,满五年,非共有,无抵押,已上传房本照片
首开常青藤四期,朝阳,101112723407,970,61517元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,底层 (共6层),157.68㎡,复式,135.61㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2021-08-22,商品房,2017-01-26,普通住宅,满两年,非共有,无抵押,已上传房本照片
大苑海淀名著,海淀,101112706593,1530,107724元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨2卫,低楼层 (共10层),142.03㎡,平层,114.06㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-08-21,商品房,2015-03-10,普通住宅,满五年,非共有,无抵押,已上传房本照片
芭蕾雨悦都北区,房山,101112707612,590,67122元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,底层 (共9层),87.9㎡,复式,75.64㎡,板楼,南 西 北,钢混结构,精装,一梯三户,集中供暖,有,2021-08-21,商品房,2017-06-15,普通住宅,满两年,非共有,无抵押,已上传房本照片
幸福家园二期,东城,101112703787,2160,115453元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,4室1厅1厨3卫,中楼层 (共18层),187.09㎡,平层,148.95㎡,板塔结合,南 北 西,钢混结构,精装,两梯六户,集中供暖,有,2021-08-20,商品房,2019-01-22,普通住宅,满两年,非共有,无抵押,已上传房本照片
K2清水湾,通州,101112712316,757,66738元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室2厅1厨2卫,高楼层 (共27层),113.43㎡,平层,90.44㎡,塔楼,南 西 北,钢混结构,精装,两梯四户,集中供暖,有,2021-08-21,商品房,2014-08-18,普通住宅,满五年,非共有,有抵押 170万元 建行 客户偿还,已上传房本照片
K2玉蘭湾,通州,101112409518,815,59734元/平米,2015年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨1卫,中楼层 (共27层),136.44㎡,平层,103.59㎡,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2021-07-26,商品房,2020-05-12,普通住宅,未满两年,非共有,无抵押,已上传房本照片
小关北里,朝阳,101112580379,635,85580元/平米,1997年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,底层 (共6层),74.2㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-10,已购公房,1998-09-23,普通住宅,满五年,非共有,无抵押,已上传房本照片
城市芳庭,丰台,101112591997,760,67870元/平米,1999年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室1厅1厨2卫,低楼层 (共22层),111.98㎡,平层,3㎡,塔楼,东 南 北,钢混结构,简装,两梯六户,集中供暖,有,2021-08-11,商品房,2018-02-01,普通住宅,满两年,非共有,无抵押,已上传房本照片
万科星园,朝阳,101112663497,1400,93197元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室1厅1厨2卫,中楼层 (共27层),150.22㎡,平层,123.79㎡,塔楼,南 北,钢混结构,简装,两梯六户,集中供暖,有,2021-08-17,商品房,2005-09-08,普通住宅,满五年,非共有,无抵押,已上传房本照片
南顶村,丰台,101112563158,435,50611元/平米,1997年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室1厅1厨1卫,高楼层 (共18层),85.95㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,两梯八户,集中供暖,有,2021-08-08,已购公房,2008-03-27,普通住宅,满五年,非共有,无抵押,已上传房本照片
运河明珠,通州,101112712738,580,52121元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室2厅1厨1卫,中楼层 (共29层),111.28㎡,平层,87.75㎡,塔楼,西南,钢混结构,精装,两梯四户,集中供暖,有,2021-08-21,商品房,2009-05-18,普通住宅,满五年,非共有,无抵押,已上传房本照片
芳星园三区,丰台,101112748248,550,66845元/平米,1991年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室1厅1厨1卫,高楼层 (共25层),82.28㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯八户,集中供暖,有,2021-08-24,已购公房,2000-12-26,普通住宅,满五年,非共有,无抵押,已上传房本照片
