0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
合景天峻广场,黄埔,108402521855,111,12309元/平米,未知年建/板塔结合,3室2厅1厨1卫,高楼层 (共32层),90.18㎡,平层,67.43㎡,板塔结合,西北 北,钢混结构,精装,三梯六户,有,民水,民电,4.36元/m3,2021-08-05,商品房,2017-01-23,商住两用,满两年,非共有,有抵押 15万元 中国银行 业主自还,已上传房本照片
保利壹号公馆,增城,108402523861,173,16483元/平米,2010年建/板塔结合,3室2厅1厨2卫,中楼层 (共13层),104.96㎡,平层,87.85㎡,板塔结合,东北,钢混结构,精装,两梯四户,有,2021-08-06,商品房,2012-10-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
新塘新世界花园嘉华苑,增城,108402561783,149.8,19768元/平米,2004年建/塔楼,2室1厅1厨1卫,中楼层 (共7层),75.78㎡,平层,69.14㎡,塔楼,北,钢混结构,精装,两梯四户,有,2021-08-16,商品房,2015-05-13,普通住宅,满五年,非共有,有抵押 30万元 30 客户偿还,已上传房本照片,,,
翡翠绿洲育才阳光苑,增城,108402526465,260,21139元/平米,2011年建/塔楼,3室2厅1厨2卫,高楼层 (共11层),123㎡,平层,99.2㎡,塔楼,南,钢混结构,精装,一梯四户,有,2021-08-06,商品房,2018-11-23,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
富力泉天下,从化,108402566022,87,8624元/平米,未知年建/塔楼,3室1厅1厨1卫,低楼层 (共18层),100.89㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,2021-08-18,商品房,2018-08-10,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
假日花园,增城,108402545038,115,23261元/平米,2013年建/塔楼,1室1厅1厨1卫,高楼层 (共18层),49.44㎡,平层,41.04㎡,塔楼,西南 南,钢混结构,精装,两梯六户,有,2021-08-12,商品房,2014-10-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
岗前路,增城,108402548699,83,11055元/平米,未知年建/暂无数据,2室1厅1厨1卫,高楼层 (共8层),75.08㎡,平层,暂无数据,暂无数据,东,钢混结构,精装,一梯四户,有,2021-08-13,商品房,2016-07-22,普通住宅,满五年,非共有,有抵押 25万元 中国银行 客户偿还,已上传房本照片,,,
广信华景大厦,越秀,108402578513,405,55283元/平米,1995年建/塔楼,3室1厅1厨1卫,中楼层 (共25层),73.26㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,三梯八户,有,2021-08-21,商品房,1997-11-19,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
中强雅苑,天河,108402577045,420,43402元/平米,2007年建/塔楼,3室1厅1厨2卫,高楼层 (共30层),96.77㎡,平层,75.79㎡,塔楼,南,钢混结构,精装,三梯八户,有,2021-08-21,商品房,2016-06-01,普通住宅,满五年,非共有,有抵押 80万元 业主自还,已上传房本照片,,,
现代城市花园,增城,108402587327,265,21006元/平米,未知年建/塔楼,3室2厅1厨2卫,中楼层 (共23层),126.16㎡,平层,102.54㎡,塔楼,南,钢混结构,精装,两梯五户,有,2021-08-24,商品房,2009-08-29,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
晓翠苑,白云,108402573787,226,28790元/平米,1999年建/塔楼,3室2厅1厨1卫,中楼层 (共15层),78.5㎡,平层,66.3㎡,塔楼,南,钢混结构,其他,两梯六户,有,2021-08-20,商品房,2003-08-20,普通住宅,满五年,共有,有抵押 40万元 中信银行 业主自还,已上传房本照片,,,
锦翠苑(金钟横路),白云,108402586869,235,36497元/平米,1993年建/塔楼,3室1厅1厨1卫,低楼层 (共9层),64.39㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,一梯六户,无,2021-08-24,商品房,2016-11-10,普通住宅,满两年,共有,有抵押 70万元 公积金 业主自还,已上传房本照片,,,
合景誉山国际,增城,108402576743,210,18725元/平米,未知年建/塔楼,3室2厅1厨2卫,高楼层 (共18层),112.15㎡,平层,89.49㎡,塔楼,南 北,钢混结构,精装,两梯三户,有,2021-08-21,商品房,2015-12-24,普通住宅,满五年,共有,有抵押 45万元 业主自还,已上传房本照片,,,
广园云苑新村,白云,108402591919,290,31594元/平米,1999年建/塔楼,3室2厅1厨1卫,低楼层 (共9层),91.79㎡,平层,82.94㎡,塔楼,南,钢混结构,简装,一梯两户,有,2021-08-25,商品房,2014-07-01,普通住宅,满五年,非共有,有抵押 150万元 业主自还,已上传房本照片,,,
金迪城市花园,白云,108402592847,169,29849元/平米,1995年建/塔楼,2室1厅1厨1卫,高楼层 (共15层),56.62㎡,平层,42.4㎡,塔楼,东,钢混结构,精装,两梯十三户,有,2021-08-25,商品房,2017-08-25,普通住宅,满两年,非共有,有抵押 70万元 业主自还,已上传房本照片,,,
东涌路,番禺,108402608243,98,15201元/平米,未知年建/塔楼,2室1厅1厨1卫,低楼层 (共7层),64.47㎡,平层,暂无数据,塔楼,南,混合结构,简装,一梯两户,无,2021-08-30,商品房,1996-02-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
置业楼,花都,108402591337,69.8,7044元/平米,1993年建/塔楼,3室1厅1厨1卫,中楼层 (共6层),99.1㎡,平层,99.1㎡,塔楼,东南,钢混结构,精装,一梯两户,暂无数据,2021-08-25,商品房,2016-11-16,普通住宅,满两年,非共有,有抵押 18万元 自赎约19万,已上传房本照片,,,
光塔路,越秀,108402601657,278,43222元/平米,未知年建/暂无数据,3室2厅1厨1卫,中楼层 (共10层),64.32㎡,平层,56.58㎡,暂无数据,东南,钢混结构,精装,一梯一户,暂无数据,2021-08-28,商品房,2009-11-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
实地常春藤,黄埔,108402590830,379,30684元/平米,2015年建/塔楼,4室2厅1厨2卫,高楼层 (共32层),123.52㎡,平层,102.45㎡,塔楼,南,钢混结构,精装,两梯六户,有,2021-08-25,商品房,2019-06-12,普通住宅,满两年,共有,有抵押 120万元,已上传房本照片,,,
市桥大南路,番禺,108402588591,139,15805元/平米,未知年建/塔楼,3室1厅1厨1卫,高楼层 (共6层),87.95㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,一梯三户,暂无数据,2021-08-24,商品房,2014-04-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
天鹅花苑,天河,108402587535,435,46341元/平米,2003年建/塔楼,3室2厅1厨1卫,高楼层 (共9层),93.87㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯八户,有,2021-08-24,商品房,2011-09-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
锦绣半岛金月湾,番禺,108402579545,493,39069元/平米,2009年建/塔楼,3室2厅1厨2卫,低楼层 (共31层),126.19㎡,平层,102.12㎡,塔楼,西南,钢混结构,精装,两梯四户,有,2021-08-22,商品房,2015-09-29,普通住宅,满五年,非共有,有抵押,已上传房本照片,,,
五羊小区,越秀,108402602661,286,72534元/平米,1986年建/塔楼,1室1厅1厨1卫,中楼层 (共9层),39.43㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,一梯六户,无,2021-08-28,商品房,2016-08-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
凯城华庭,越秀,108402576411,900,75000元/平米,未知年建/塔楼,3室2厅1厨2卫,高楼层 (共33层),120㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯六户,有,2021-08-21,商品房,2015-12-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
先烈中路81号大院,越秀,108402601472,668,63620元/平米,2000年建/塔楼,3室2厅1厨2卫,高楼层 (共9层),105㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯三户,有,2021-08-28,房改房,1998-07-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
富丽家园莲芳园,番禺,108402605733,125,18386元/平米,1995年建/塔楼,2室1厅1厨1卫,高楼层 (共7层),67.99㎡,平层,59.61㎡,塔楼,南 北,混合结构,毛坯,一梯四户,无,2021-08-29,商品房,2002-08-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
交通大院,白云,108402600096,128,24133元/平米,2003年建/暂无数据,2室1厅1厨1卫,低楼层 (共6层),53.04㎡,平层,47.92㎡,暂无数据,北,混合结构,精装,一梯一户,无,2021-08-27,商品房,2010-09-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
大江苑南贤大街,海珠,108402608035,153,37136元/平米,1997年建/塔楼,3室1厅1厨1卫,低楼层 (共9层),41.2㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,一梯六户,无,2021-08-30,商品房,2012-06-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
金兴花园,天河,108402611281,348,58715元/平米,1996年建/塔楼,2室1厅1厨2卫,低楼层 (共9层),59.27㎡,平层,暂无数据,塔楼,北,钢混结构,精装,一梯四户,无,2021-08-31,商品房,2019-02-01,普通住宅,满两年,非共有,有抵押 200万元 客户偿还,已上传房本照片,,,
榕景园,黄埔,108402592071,345,40484元/平米,2001年建/塔楼,2室1厅1厨1卫,低楼层 (共9层),85.22㎡,平层,70㎡,塔楼,东,钢混结构,简装,一梯六户,有,2021-08-25,商品房,2008-12-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
广园云苑新村,白云,108402598431,228,32712元/平米,1999年建/塔楼,3室1厅1厨1卫,低楼层 (共9层),69.7㎡,平层,69.7㎡,塔楼,南,钢混结构,精装,一梯五户,无,2021-08-27,商品房,2003-07-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
晓南花园,海珠,108402597097,166,27942元/平米,1997年建/塔楼,3室1厅1厨1卫,中楼层 (共9层),59.41㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,一梯四户,无,2021-08-27,房改房,2009-08-19,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
番禺海伦堡流金岁月,番禺,108402594517,388,33489元/平米,2009年建/塔楼,3室2厅1厨2卫,中楼层 (共28层),115.86㎡,平层,90.05㎡,塔楼,南 西南,钢混结构,精装,两梯三户,有,2021-08-26,商品房,2012-10-18,普通住宅,满五年,共有,有抵押 50万元,已上传房本照片,,,
雅宝新城,花都,108402610937,174.5,14878元/平米,未知年建/塔楼,3室2厅1厨2卫,中楼层 (共7层),117.29㎡,平层,暂无数据,塔楼,北,钢混结构,精装,一梯四户,无,2021-08-31,商品房,2016-12-01,普通住宅,满两年,非共有,有抵押 60万元 公积金 客户偿还,已上传房本照片,,,
珠殿苑,番禺,108402604729,148,21512元/平米,1996年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),68.8㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯四户,无,2021-08-29,商品房,2019-08-08,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
汇东国际花园,增城,108402593101,263,24918元/平米,2017年建/塔楼,3室2厅1厨2卫,中楼层 (共28层),105.55㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,三梯四户,有,2021-08-25,商品房,2018-05-21,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
南华东路,海珠,108402609235,138,40601元/平米,未知年建/塔楼,1室1厅1厨1卫,低楼层 (共8层),33.99㎡,平层,暂无数据,塔楼,南 西 北,钢混结构,简装,一梯两户,无,2021-08-30,商品房,2000-01-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
富丽家园莲芳园,番禺,108402605848,149,18469元/平米,1995年建/塔楼,3室1厅1厨1卫,中楼层 (共7层),80.68㎡,平层,72㎡,塔楼,南 北,混合结构,毛坯,一梯四户,无,2021-08-29,商品房,2003-08-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
南沙境界家园,南沙,108402597613,339,16113元/平米,未知年建/塔楼,5室2厅1厨3卫,中楼层 (共5层),210.39㎡,184㎡,南,钢混结构,毛坯,联排,2021-08-27,商品房,2011-10-12,别墅,满五年,非共有,无抵押,已上传房本照片,,,,,,
金沙丽水,番禺,108402603829,320,23828元/平米,2003年建/塔楼,4室2厅1厨2卫,低楼层 (共18层),134.3㎡,平层,114.78㎡,塔楼,西南,钢混结构,毛坯,两梯四户,有,2021-08-29,商品房,2018-04-18,普通住宅,满两年,非共有,有抵押 50万元 中国银行 金融公司垫资,已上传房本照片,,,
横枝岗南街,越秀,108402614795,180,50619元/平米,未知年建/暂无数据,1室1厅1厨1卫,中楼层 (共5层),35.56㎡,平层,30.57㎡,暂无数据,南,未知结构,简装,一梯八户,暂无数据,2021-09-01,商品房,2013-09-18,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
金兰苑,荔湾,108402600290,288,32983元/平米,2001年建/塔楼,3室1厅1厨1卫,高楼层 (共22层),87.32㎡,平层,70.87㎡,塔楼,南,钢混结构,精装,两梯八户,有,2021-08-27,商品房,2009-05-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
宝夏花园,黄埔,108402610986,180,35136元/平米,2008年建/塔楼,1室1厅1厨1卫,中楼层 (共25层),51.23㎡,平层,41.63㎡,塔楼,东北,钢混结构,精装,两梯六户,有,2021-08-31,商品房,2019-03-11,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
南浦长大公司,番禺,108402600981,175,23210元/平米,2002年建/塔楼,2室2厅1厨1卫,中楼层 (共8层),75.4㎡,平层,62.43㎡,塔楼,南,钢混结构,其他,一梯三户,有,2021-08-28,商品房,2018-02-08,普通住宅,满两年,非共有,有抵押 126万元 金融公司垫资,已上传房本照片,,,
云山诗意,白云,108402594674,350,46053元/平米,2008年建/塔楼,2室1厅1厨1卫,中楼层 (共18层),76㎡,平层,75.91㎡,塔楼,北,钢混结构,精装,两梯六户,有,2021-08-26,商品房,2007-04-05,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
桥东小区,荔湾,108402607830,185,30121元/平米,1995年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),61.42㎡,平层,51.68㎡,塔楼,西南,钢混结构,简装,一梯六户,有,2021-08-30,商品房,1999-03-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
万科东荟城,黄埔,108402604578,390,44942元/平米,2016年建/塔楼,3室2厅1厨1卫,低楼层 (共23层),86.78㎡,平层,70.59㎡,塔楼,西北,钢混结构,精装,两梯六户,有,2021-08-29,商品房,2016-11-21,普通住宅,满两年,非共有,有抵押 10万元 业主自还,已上传房本照片,,,
富力泉天下,从化,108402589766,129.8,10538元/平米,2014年建/塔楼,3室2厅1厨2卫,中楼层 (共18层),123.18㎡,平层,101.83㎡,塔楼,南,钢混结构,其他,两梯六户,有,2021-08-24,商品房,2017-02-17,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
棠德花园,天河,108402574166,202,32253元/平米,1997年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),62.63㎡,平层,暂无数据,塔楼,西,钢混结构,简装,一梯四户,无,2021-08-20,商品房,2001-03-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
富力泉天下,从化,108402583500,82,10079元/平米,2014年建/塔楼,2室2厅1厨1卫,中楼层 (共18层),81.36㎡,平层,68.59㎡,塔楼,东北,钢混结构,精装,两梯六户,有,2021-08-23,商品房,2018-07-12,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
黄石花园,白云,108402601215,175,26241元/平米,1997年建/塔楼,2室1厅1厨1卫,中楼层 (共8层),66.69㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,一梯四户,无,2021-08-28,商品房,1994-06-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
滨江中路,海珠,108402595134,198,33881元/平米,未知年建/板楼,2室1厅1厨1卫,中楼层 (共8层),58.44㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,暂无数据,2021-08-26,房改房,2017-08-26,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
细岗东区,海珠,108402610825,255,31741元/平米,未知年建/塔楼,3室1厅1厨1卫,高楼层 (共6层),80.34㎡,平层,72.59㎡,塔楼,南,钢混结构,简装,一梯两户,无,2021-08-31,商品房,1997-03-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
怡雅苑(海珠),海珠,108402584372,475,45992元/平米,1999年建/塔楼,3室2厅1厨2卫,高楼层 (共17层),103.28㎡,平层,88.85㎡,塔楼,东南 南,钢混结构,简装,两梯七户,有,2021-08-23,商品房,2005-08-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
丰庭花园,南沙,108402593318,202,21653元/平米,2009年建/板楼,3室1厅1厨2卫,高楼层 (共15层),93.29㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯四户,有,2021-08-25,商品房,2018-05-07,普通住宅,满两年,非共有,有抵押 122万元 中国工商银行南沙分行,已上传房本照片,,,
东怡新区东倩园,番禺,108402581749,248,28972元/平米,2000年建/塔楼,3室2厅1厨1卫,高楼层 (共7层),85.6㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯两户,无,2021-08-22,商品房,2008-06-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
荔园悦享花醍,花都,108402579450,142,15684元/平米,未知年建/塔楼,3室2厅1厨1卫,高楼层 (共30层),90.54㎡,平层,71.69㎡,塔楼,南 北,钢混结构,精装,两梯六户,有,2021-08-22,商品房,2019-03-22,普通住宅,满两年,非共有,有抵押 60万元 工行 客户偿还,已上传房本照片,,,
碧翠苑,越秀,108402579534,280,42605元/平米,1993年建/塔楼,2室1厅1厨1卫,中楼层 (共10层),65.72㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,一梯四户,有,2021-08-22,商品房,2015-06-26,普通住宅,满五年,共有,有抵押 70万元,已上传房本照片,,,
凤凰新村,海珠,108402597398,195,30762元/平米,未知年建/塔楼,3室1厅1厨1卫,低楼层 (共10层),63.39㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯两户,无,2021-08-27,商品房,2019-03-03,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
